Complaint Name,Project,Country,IAM,Bank,External ID,Status,Filer,IFI Support,Sector,Issues,Description,Compliance Report Issued,Non-Compliance Found,Filing Date,Registration Start,Registration End,Registration Status,"If no Registration, why?",Eligibility Start,Eligibility End,Eligibility Status,"If No Eligibility, Why?",Dispute Resolution Start,Dispute Resolution End,Dispute Resolution Status,"If No DR, Why?",Compliance Review Start,Compliance Review End,Compliance Review Status,"If No CR, Why?",Monitoring Start,Monitoring End,Monitoring Status,"If No Monitoring, Why?",Date Closed
Socar-01/,Socar-01/,Turkey,IFC Compliance Advisor/Ombudsman,IFC/MIGA,no_id_21_86,Closed Without Results,,,Other,Other,,FALSE,FALSE,8/1/13,,,not_undertaken,,8/1/13,8/31/13,closed_without_outcome,Unknown,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,8/31/13
Solid Waste Management Program for Touristic Municipalities,Solid Waste Management Program for Touristic Municipalities,Argentina,IDB Independent Consultation and Investigation Mechanism,Inter-American Development Bank,MICI-AR-2013-066,Closed Without Results,,,Other,Other,,FALSE,FALSE,8/1/13,8/1/13,,closed_without_outcome,,,,not_undertaken,Unknown,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,
Sonae Novobord,Sonae Novobord,South Africa,EIB Complaints Mechanism,European Investment Bank,SG/E/2008/03,Closed Without Results,,Project/investment lending,Manufacturing,"Due diligence, Other environmental, Pollution",,FALSE,FALSE,8/14/08,8/14/08,,closed_with_outcome,,,,closed_with_outcome,,,,not_undertaken,Not desired by complainant,10/3/08,11/3/08,closed_with_outcome,,,,not_undertaken,Case closed in earlier stage,11/3/08
Sostanj Thermal Power Plant,Sostanj Thermal Power Plant,Slovenia,EBRD Project Complaint Mechanism,European Bank for Reconstruction and Development,2012/03,Closed With Results,,Project/investment lending,Energy,Due diligence,,TRUE,FALSE,1/17/12,1/17/12,1/24/12,closed_with_outcome,,1/24/12,1/22/13,closed_with_outcome,,,,not_undertaken,Not offered by mechanism,1/22/13,9/22/13,closed_with_outcome,,,,not_undertaken,Case closed in earlier stage,9/30/13
South Asia Tourism Infrastructure Development Project - Additional Financing,South Asia Tourism Infrastructure Development Project - Additional Financing,Nepal,ADB Special Project Facilitator and Compliance Review Panel,Asian Development Bank,no_id_25_44,Closed Without Results,,Project/investment lending,Infrastructure,Other,,FALSE,FALSE,8/4/15,8/4/15,8/4/15,closed_with_outcome,,8/4/15,8/31/15,closed_without_outcome,Addressed outside process,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,8/31/15
"South Poland CHP, Bielsko-Biala, Poland","South Poland CHP, Bielsko-Biala, Poland",Poland,EIB Complaints Mechanism,European Investment Bank,SG/A/2011/01,Closed Without Results,,Project/investment lending,Energy,"Consultation and disclosure, Other environmental",,FALSE,FALSE,3/29/11,3/29/11,,closed_with_outcome,,,9/30/11,closed_without_outcome,Outside of mandate,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,9/30/11
South Sinai Power Plant,South Sinai Power Plant,Egypt,EIB Complaints Mechanism,European Investment Bank,SG/E/2009/05,Closed Without Results,,Project/investment lending,Energy,"Biodiversity, Consultation and disclosure, Due diligence, Other environmental",,FALSE,TRUE,5/19/09,5/19/09,6/8/09,closed_with_outcome,,,8/1/09,closed_with_outcome,,1/10/09,4/30/10,not_undertaken,Unknown,1/10/09,4/29/10,closed_with_outcome,,4/26/10,5/26/10,closed_with_outcome,Case closed in earlier stage,5/31/10
South-West Corridor Road Project,South-West Corridor Road Project,Kazakhstan,EBRD Project Complaint Mechanism,European Bank for Reconstruction and Development,2014/04,Closed With Results,,Project/investment lending,Infrastructure,"Other community health and safety issues, Pollution",,TRUE,TRUE,10/20/14,10/20/14,11/24/14,closed_with_outcome,,11/24/14,10/2/15,closed_with_outcome,,10/20/15,,in_progress,,10/2/15,10/5/16,closed_with_outcome,,,,,,
South-West Roads: Western Europe-Western China International Transit Corridor (CAREC-1b & 6b) (Second Request),South-West Roads: Western Europe-Western China International Transit Corridor (CAREC-1b & 6b) (Second Request),Kazakhstan,WB Inspection Panel,World Bank,74,Closed With Results Outside Process,,Project/investment lending,Infrastructure,"Biodiversity, Consultation and disclosure, Displacement (physical and/or economic), Due diligence, Other environmental",,FALSE,FALSE,6/15/11,6/15/11,8/17/11,closed_with_outcome,,8/17/11,10/18/11,closed_with_outcome,,,,not_undertaken,Not offered by mechanism,,,not_undertaken,Addressed outside process,,,not_undertaken,Case closed in earlier stage,10/31/11
South-West Roads: Western Europe-Western China International Transit Corridor (CAREC-1b & 6b) - 1st request,South-West Roads: Western Europe-Western China International Transit Corridor (CAREC-1b & 6b) - 1st request,Kazakhstan,WB Inspection Panel,World Bank,66,Closed With Results Outside Process,,Project/investment lending,Infrastructure,"Displacement (physical and/or economic), Livelihoods, Other community health and safety issues, Other environmental, Pollution",,FALSE,FALSE,2/5/10,2/5/10,4/29/10,closed_with_outcome,,4/29/10,6/28/10,closed_with_outcome,,,,not_undertaken,Not offered by mechanism,,,not_undertaken,Addressed outside process,,,not_undertaken,Case closed in earlier stage,6/30/10
South-West Roads: Western Europe-Western China International Transit Corridor - CAREC-1b & 6b (2010) (Third Request),South-West Roads: Western Europe-Western China International Transit Corridor - CAREC-1b & 6b (2010) (Third Request),Kazakhstan,WB Inspection Panel,World Bank,96,Closed Without Results,,Project/investment lending,Infrastructure,Other,,FALSE,FALSE,7/31/14,7/31/14,,closed_without_outcome,,,,not_undertaken,Filer Issue,,,not_undertaken,Not offered by mechanism,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,
Southern Agriculture Area Development Project,Southern Agriculture Area Development Project,Kyrgyzstan,ADB Special Project Facilitator and Compliance Review Panel,Asian Development Bank,Jun-10,Closed Without Results,,Project/investment lending,Agribusiness,"Consultation and disclosure, Human rights, Other retaliation (actual or feared), Water",,FALSE,FALSE,9/28/10,9/28/10,10/5/10,closed_with_outcome,,10/5/10,10/31/10,closed_without_outcome,"Outside of mandate, Outside of mandate",,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,10/31/10
Southern Punjab Basic Urban Services Project,Southern Punjab Basic Urban Services Project,Pakistan,ADB Special Project Facilitator and Compliance Review Panel,Asian Development Bank,Mar-09,Closed With Results,,Project/investment lending,Infrastructure,"Consultation and disclosure, Displacement (physical and/or economic), Livelihoods, Pollution",,FALSE,FALSE,2/27/09,2/27/09,4/30/09,closed_with_outcome,,4/30/09,5/25/09,closed_with_outcome,,2/7/09,12/7/11,closed_with_outcome,,,,not_undertaken,Complainant did not refile,,,not_undertaken,Mechanism deemed involvement unnecessary,5/31/12
Southern Transport Development Project (STDP),Southern Transport Development Project (STDP),Sri Lanka,ADB Special Project Facilitator and Compliance Review Panel,Asian Development Bank,2004/1,Closed With Results,,Project/investment lending,Infrastructure,"Consultation and disclosure, Cultural heritage, Displacement (physical and/or economic), Due diligence, Other environmental",,TRUE,TRUE,6/9/04,6/9/04,6/16/04,closed_with_outcome,,6/16/04,7/5/04,closed_with_outcome,,9/17/04,2/17/05,closed_without_outcome,,10/1/05,5/1/06,closed_with_outcome,,7/28/05,8/28/11,closed_with_outcome,,8/31/11
Special Structural Adjustment Loan,Special Structural Adjustment Loan,Argentina,WB Inspection Panel,World Bank,17,Closed With Results Outside Process,,Project/investment lending,Regulatory Development,"Consultation and disclosure, Other",,FALSE,FALSE,7/26/99,7/26/99,8/12/99,closed_with_outcome,,8/12/99,12/16/99,closed_with_outcome,,,,not_undertaken,Not offered by mechanism,,,not_undertaken,Addressed outside process,,,not_undertaken,Case closed in earlier stage,12/31/99
Standard Profil-01/Duzce,Standard Profil-01/Duzce,Turkey,IFC Compliance Advisor/Ombudsman,IFC/MIGA,80,Closed With Results,,Equity Investment,Manufacturing,Labor,,FALSE,FALSE,9/1/08,,,not_undertaken,,9/1/08,9/22/08,closed_with_outcome,,,,closed_with_outcome,,,,not_undertaken,Case closed in earlier stage,,6/30/12,closed_with_outcome,,6/30/12
Strategic Public Transportation Systems (SPTS),Strategic Public Transportation Systems (SPTS),Colombia,IDB Independent Consultation and Investigation Mechanism,Inter-American Development Bank,MICI-CO-2015-0085,Closed Without Results,,Project/investment lending,Infrastructure,"Consultation and disclosure, Displacement (physical and/or economic)",,FALSE,FALSE,1/1/15,1/1/15,1/8/15,closed_without_outcome,,1/8/15,,not_undertaken,Addressed outside process,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,1/31/15
Strategic Public Transportation Systems Program,Strategic Public Transportation Systems Program,Colombia,IDB Independent Consultation and Investigation Mechanism,Inter-American Development Bank,MICI-CO-2011-030,Closed Without Results,,,Other,Other,,FALSE,FALSE,10/1/11,10/1/11,,closed_without_outcome,,,,not_undertaken,Unknown,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,
Strategic Transport System,Strategic Transport System,Colombia,IDB Independent Consultation and Investigation Mechanism,Inter-American Development Bank,MICI-CO-2012-045,Closed Without Results,,,Other,Other,,FALSE,FALSE,9/1/12,9/1/12,,closed_without_outcome,,,,not_undertaken,Unknown,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,
Strengthening the Capacity of Pacific Developing Member Countries to Respond to Climate Change,Strengthening the Capacity of Pacific Developing Member Countries to Respond to Climate Change,Regional,ADB Special Project Facilitator and Compliance Review Panel,Asian Development Bank,no_id_25_5,Closed Without Results,,Advisory services,"Community capacity and development, Conservation and environmental protection",Other,,FALSE,FALSE,8/1/12,8/1/12,8/2/12,closed_with_outcome,,8/2/12,8/31/12,closed_without_outcome,"Outside of mandate, Forwarded to other body within bank",,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,8/31/12
Subconcessao Pinhal Interior,Subconcessao Pinhal Interior,Portugal,EIB Complaints Mechanism,European Investment Bank,SG/E/2011/03,Active,,Project/investment lending,Infrastructure,Other,,FALSE,FALSE,3/4/11,3/4/11,,closed_with_outcome,,,4/7/11,closed_with_outcome,,,,not_undertaken,Unknown,6/8/12,,in_progress,,,,,,
Support for the Sustainable Development of the Interior,Support for the Sustainable Development of the Interior,Suriname,IDB Independent Consultation and Investigation Mechanism,Inter-American Development Bank,MICI-SU-2013-069,Closed Without Results,,Advisory services,"Community capacity and development, Land reform","Displacement (physical and/or economic), Gender-based violence, Indigenous peoples, Other community health and safety issues, Pollution, Water",,FALSE,FALSE,10/15/13,10/15/13,11/13/13,closed_with_outcome,,11/13/13,1/31/14,closed_without_outcome,Funding and/or consideration ended,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Not desired by complainant,,,not_undertaken,Case closed in earlier stage,1/31/14
Support to Improve Sustainability of the Electricity Service,Support to Improve Sustainability of the Electricity Service,Suriname,IDB Independent Consultation and Investigation Mechanism,Inter-American Development Bank,MICI-SU-2015-0087,Closed Without Results,,Project/investment lending,Energy,Other,,FALSE,FALSE,2/13/15,2/13/15,3/12/15,closed_without_outcome,,3/12/15,,not_undertaken,Outside of mandate,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,3/31/15
Supporting Public Management through eGovernment Capacity Development,Supporting Public Management through eGovernment Capacity Development,Unknown,ADB Special Project Facilitator and Compliance Review Panel,Asian Development Bank,no_id_25_25,Closed Without Results,,Advisory services,Regulatory Development,Other,,FALSE,FALSE,10/15/13,10/15/13,10/15/13,closed_with_outcome,,10/15/13,10/31/13,closed_without_outcome,"Outside of mandate, Forwarded to other body within bank",,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,10/31/13
Sustainable Agriculture and Rural Development Project,Sustainable Agriculture and Rural Development Project,Paraguay,WB Inspection Panel,World Bank,95,Closed With Results Outside Process,,Project/investment lending,"Agribusiness, Community capacity and development",Consultation and disclosure,,FALSE,FALSE,7/22/14,7/22/14,3/31/15,closed_without_outcome,,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Not offered by mechanism,,,not_undertaken,,,,not_undertaken,Case closed in earlier stage,3/31/15
"Sustainable Development of Natural Resources - Additional Financing, and Sustainable Development of Natural Resources II","Sustainable Development of Natural Resources - Additional Financing, and Sustainable Development of Natural Resources II",Afghanistan,WB Inspection Panel,World Bank,83,Closed With Results Outside Process,,Project/investment lending,"Extractives (oil, gas, mining), Regulatory Development","Cultural heritage, Displacement (physical and/or economic), Due diligence, Livelihoods, Other community health and safety issues, Pollution, Violence against the community (by gov't and/or company), Water",,FALSE,FALSE,12/3/12,12/3/12,1/4/13,closed_with_outcome,,1/4/13,4/23/13,closed_with_outcome,,,,not_undertaken,Not offered by mechanism,,,not_undertaken,Mechanism deemed involvement unnecessary,,,not_undertaken,Case closed in earlier stage,4/30/13
Sustainable Development of the Interior,Sustainable Development of the Interior,Suriname,IDB Independent Consultation and Investigation Mechanism,Inter-American Development Bank,MICI-SU-2010-011,Closed Without Results,,,Other,Other,,FALSE,FALSE,12/1/10,12/1/10,,closed_without_outcome,,,,not_undertaken,Unknown,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,
Sustainable Environmental Urban Management Program for the Reconquista River Basin-Province of Buenos Aires,Sustainable Environmental Urban Management Program for the Reconquista River Basin-Province of Buenos Aires,Argentina,IDB Independent Consultation and Investigation Mechanism,Inter-American Development Bank,MICI-AR-2013-070,Closed Without Results,,Project/investment lending,"Conservation and environmental protection, Infrastructure","Due diligence, Other",,FALSE,FALSE,10/10/13,10/10/13,10/31/13,closed_with_outcome,,10/31/13,1/31/14,closed_without_outcome,"Outside of mandate, Not desired by complainant, Filer Issue, Issues previously raised",,,not_undertaken,Not desired by complainant,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,1/31/14
Sustainable Urban Transport Investment Program,Sustainable Urban Transport Investment Program,Georgia,ADB Special Project Facilitator and Compliance Review Panel,Asian Development Bank,Jul-10,Closed Without Results,,Project/investment lending,Infrastructure,"Consultation and disclosure, Displacement (physical and/or economic)",,FALSE,FALSE,10/27/10,10/27/10,11/5/10,closed_with_outcome,,11/5/10,11/30/10,closed_without_outcome,Good faith requirement not met,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,11/30/10
Sustainable Urban Transport Investment Program - Tranche 3,Sustainable Urban Transport Investment Program - Tranche 3,Georgia,ADB Special Project Facilitator and Compliance Review Panel,Asian Development Bank,,Closed With Results,,,Infrastructure,"Displacement (physical and/or economic), Indigenous peoples","<p>
 
 <i>
 
 Full description available here: <a href=""http://compliance.adb.org/dir0035p.nsf/attachments/GEO-R40-16-FOR%20WEB.pdf/$FILE/GEO-R40-16-FOR%20WEB.pdf"" class = ""u-blue-color""> http://compliance.adb.org/dir0035p.nsf/attachments/GEO-R40-16-FOR%20WEB.pdf/$FILE/GEO-R40-16-FOR%20WEB.pdf </a> 
 
 </i> 
 
 </p>
 
 <br>
 
 <p>
 
 The Project is part of an overall investment program valued at $1.1 billion to be
 
 implemented from 2010-2020 which aims to improve the reach, quality, and continuity of urban
 
 transport in Georgia. To partially fund it, a multi-tranche financing facility (MFF) with a maximum
 
 financing amount of $300 million was approved by ADB in July 2010. Said MFF which is to be
 
 implemented from 2010 to 2018, is for the (i) extension, rehabilitation, and improvement of
 
 urban transport infrastructure in Anaklia, Batumi, Kutaisi, Poti, Rustavi, and Tbilisi; (ii) increased
 
 institutional effectiveness, including the reorganization and reforms at the Tbilisi municipality,
 
 other municipalities and urban transport service providers; and (iii) establishment of program
 
 management team with a capability and funds to handle project preparation, technical design,
 
 contract bidding, evaluation and award, contract supervision, progress monitoring and
 
 reporting. Investments funded under the MFF will improve the transport system and
 
 infrastructure in urban areas. They include two subprojects: (i) section 2 (km 4.0-10.8) of the
 
 international standard Tbilisi-Rustavi Urban Road Link; and (ii) phase 2 of Anaklia Coastal
 
 Improvement. 
 
 </p>
 
 <br>
 
 <p>
 
 The Project is funded under Tranche 3 of the MFF, which was approved on 25
 
 November 2013. The total project cost is $118.2 million and ADB funds $73 million under this
 
 tranche. The borrower is the Government of Georgia and the Municipal Development Fund
 
 (MDF) of Georgia is the executing agency. The Project, which is implemented from ADB
 
 Headquarters by the Urban Development and Water Division of the Central and West Asia
 
 Department, is categorized as B for environmental impacts; A for involuntary resettlement
 
 impacts; C for indigenous peoples’ impacts. Construction work under the project has not yet,
 
 started. Procurement of the civil works contract is ongoing. Commencement of the works is not
 
 anticipated before August 2016. A draft initial environmental examination (IEE) for the Project
 
 was completed and posted on the ADB website in September 2013. This initial IEE was revised
 
 as vibration and noise impacts needed to be studied. A revised IEE was posted on the ADB
 
 website in December 2015. The construction of Section 2 of 6.8 km will involve acquisition of
 
 312 land plots with 29.5 hectares of land areas, demolition of 692 structures (82 residential
 
 structures, 90 industrial and commercial structures, and 520 minor structures). A total of 282
 
 households and 33 businesses will be affected. Per ADB Safeguard Policy Statement (SPS),3
 
  a
 
 land acquisition and resettlement framework (LARF) was prepared prior to the approval of the
 
 MFF. Subsequently the land acquisition and resettlement plan (LARP) was prepared. It is
 
 presently under implementation. 
 
 </p>
 
 <br>
 
 <p>
 
 The complaint refers to subproject 1: Tbilisi-Rustavi Urban Road Link (section 2) of the
 
 Project which involves the modernization of an existing and construction of a new road from
 
 Phonichala to Rustavi. When finished, the total road length for this Project will be 6.8 km, of
 
 which 3.8 km is new road construction along the Mktvari river. Once completed, it is expected
 
 that the road will be of international standard, Category I highway, with 4 to 6 lanes and with a
 
 general design that can accommodate vehicles with speed of 120km/h. In some areas, a
 
 reduction of speed is anticipated to mitigate noise impacts. 
 
 </p>",FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,
Sustainable Urban Transport Investment Program - Tranche 3 (2),Sustainable Urban Transport Investment Program - Tranche 3 (2),Georgia,ADB Special Project Facilitator and Compliance Review Panel,Asian Development Bank,,Closed With Results,,,Infrastructure,"Displacement (physical and/or economic), Indigenous peoples","<p>
 
 <i>
 
 Full description available here: <a href=""http://compliance.adb.org/dir0035p.nsf/attachments/GEO-R40-16-FOR%20WEB.pdf/$FILE/GEO-R40-16-FOR%20WEB.pdf"" class = ""u-blue-color""> http://compliance.adb.org/dir0035p.nsf/attachments/GEO-R40-16-FOR%20WEB.pdf/$FILE/GEO-R40-16-FOR%20WEB.pdf </a> 
 
 </i> 
 
 </p>
 
 <br>
 
 <p>
 
 The Project is part of an overall investment program valued at $1.1 billion to be
 
 implemented from 2010-2020 which aims to improve the reach, quality, and continuity of urban
 
 transport in Georgia. To partially fund it, a multi-tranche financing facility (MFF) with a maximum
 
 financing amount of $300 million was approved by ADB in July 2010. Said MFF which is to be
 
 implemented from 2010 to 2018, is for the (i) extension, rehabilitation, and improvement of
 
 urban transport infrastructure in Anaklia, Batumi, Kutaisi, Poti, Rustavi, and Tbilisi; (ii) increased
 
 institutional effectiveness, including the reorganization and reforms at the Tbilisi municipality,
 
 other municipalities and urban transport service providers; and (iii) establishment of program
 
 management team with a capability and funds to handle project preparation, technical design,
 
 contract bidding, evaluation and award, contract supervision, progress monitoring and
 
 reporting. Investments funded under the MFF will improve the transport system and
 
 infrastructure in urban areas. They include two subprojects: (i) section 2 (km 4.0-10.8) of the
 
 international standard Tbilisi-Rustavi Urban Road Link; and (ii) phase 2 of Anaklia Coastal
 
 Improvement. 
 
 </p>
 
 <br>
 
 <p>
 
 The Project is funded under Tranche 3 of the MFF, which was approved on 25
 
 November 2013. The total project cost is $118.2 million and ADB funds $73 million under this
 
 tranche. The borrower is the Government of Georgia and the Municipal Development Fund
 
 (MDF) of Georgia is the executing agency. The Project, which is implemented from ADB
 
 Headquarters by the Urban Development and Water Division of the Central and West Asia
 
 Department, is categorized as B for environmental impacts; A for involuntary resettlement
 
 impacts; C for indigenous peoples’ impacts. Construction work under the project has not yet,
 
 started. Procurement of the civil works contract is ongoing. Commencement of the works is not
 
 anticipated before August 2016. A draft initial environmental examination (IEE) for the Project
 
 was completed and posted on the ADB website in September 2013. This initial IEE was revised
 
 as vibration and noise impacts needed to be studied. A revised IEE was posted on the ADB
 
 website in December 2015. The construction of Section 2 of 6.8 km will involve acquisition of
 
 312 land plots with 29.5 hectares of land areas, demolition of 692 structures (82 residential
 
 structures, 90 industrial and commercial structures, and 520 minor structures). A total of 282
 
 households and 33 businesses will be affected. Per ADB Safeguard Policy Statement (SPS),3
 
  a
 
 land acquisition and resettlement framework (LARF) was prepared prior to the approval of the
 
 MFF. Subsequently the land acquisition and resettlement plan (LARP) was prepared. It is
 
 presently under implementation. 
 
 </p>
 
 <br>
 
 <p>
 
 The complaint refers to subproject 1: Tbilisi-Rustavi Urban Road Link (section 2) of the
 
 Project which involves the modernization of an existing and construction of a new road from
 
 Phonichala to Rustavi. When finished, the total road length for this Project will be 6.8 km, of
 
 which 3.8 km is new road construction along the Mktvari river. Once completed, it is expected
 
 that the road will be of international standard, Category I highway, with 4 to 6 lanes and with a
 
 general design that can accommodate vehicles with speed of 120km/h. In some areas, a
 
 reduction of speed is anticipated to mitigate noise impacts. 
 
 </p>",FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,
TCBuen-01/Buenaventura,TCBuen-01/Buenaventura,Colombia,IFC Compliance Advisor/Ombudsman,IFC/MIGA,154,Closed Without Results,,Project/investment lending,Infrastructure,"Consultation and disclosure, Cultural heritage, Human rights",,FALSE,FALSE,12/9/09,,,not_undertaken,,12/9/09,1/1/10,closed_with_outcome,,,,not_undertaken,Mechanism deemed involvement unnecessary,,,not_undertaken,Mechanism deemed involvement unnecessary,,,not_undertaken,Case closed in earlier stage,11/30/10
TCL Group,TCL Group,Trinidad and Tobago,IFC Compliance Advisor/Ombudsman,IFC/MIGA,no_id_21_74,Closed Without Results,,,Other,Other,,FALSE,FALSE,3/1/13,,,not_undertaken,,3/1/13,3/31/13,closed_without_outcome,Unknown,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,3/31/13
TCL Group-02,TCL Group-02,Trinidad and Tobago,IFC Compliance Advisor/Ombudsman,IFC/MIGA,no_id_21_75,Closed Without Results,,,Other,Other,,FALSE,FALSE,4/1/13,,,not_undertaken,,4/1/13,4/30/13,closed_without_outcome,Unknown,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,4/30/13
TCQ-01/Puerto Quetzal,TCQ-01/Puerto Quetzal,Guatemala,IFC Compliance Advisor/Ombudsman,IFC/MIGA,219,Closed Without Results,,"Equity Investment, Project/investment lending",Infrastructure,"Consultation and disclosure, Due diligence, Livelihoods, Other environmental, Water",,FALSE,FALSE,3/20/14,,,not_undertaken,,3/20/14,4/1/14,closed_with_outcome,,,,not_undertaken,Actor(s) involved refused to participate,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,4/30/15
TD Bank,TD Bank,United States,IFC Compliance Advisor/Ombudsman,IFC/MIGA,no_id_21_47,Closed Without Results,,,Other,Other,,FALSE,FALSE,2/1/10,,,not_undertaken,,2/1/10,2/28/10,closed_without_outcome,Unknown,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,2/28/10
TES,TES,Slovenia,EIB Complaints Mechanism,European Investment Bank,SG/E/2011/02,Active,,Project/investment lending,"Energy, Infrastructure","Due diligence, Other, Other environmental",,FALSE,FALSE,2/20/11,2/20/11,,closed_with_outcome,,,3/15/11,closed_with_outcome,,,,not_undertaken,Unknown,5/23/12,,in_progress,,,,,,
Tajikistan Framework Agreement,Tajikistan Framework Agreement,Tajikistan,EIB Complaints Mechanism,European Investment Bank,SG/A/2009/03,Closed Without Results,,,Other,Consultation and disclosure,,FALSE,FALSE,3/25/09,3/25/09,3/31/09,closed_with_outcome,,3/31/09,3/31/09,closed_with_outcome,,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,5/31/09
Tanahu Hydropower Project,Tanahu Hydropower Project,Nepal,ADB Special Project Facilitator and Compliance Review Panel,Asian Development Bank,no_id_25_32,Closed Without Results,,Project/investment lending,"Energy, Infrastructure",Corruption/fraud,,FALSE,FALSE,11/12/14,11/12/14,11/13/14,closed_with_outcome,,11/13/14,11/30/14,closed_without_outcome,"Outside of mandate, Forwarded to other body within bank, Outside of mandate",,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,11/30/14
Tanzania Road Support Project II,Tanzania Road Support Project II,Tanzania,AfDB Independent Review Mechanism,African Development Bank,RQ 2012/1,Monitoring,,Project/investment lending,Infrastructure,Displacement (physical and/or economic),,FALSE,FALSE,6/5/12,6/5/12,6/25/12,closed_with_outcome,,6/25/12,,closed_with_outcome,,10/19/12,3/19/14,closed_with_outcome,,,,not_undertaken,Mechanism deemed involvement unnecessary,3/1/14,,in_progress,,
Tata Tea-02/Assam,Tata Tea-02/Assam,India,IFC Compliance Advisor/Ombudsman,IFC/MIGA,195,Active,,Equity Investment,Agribusiness,"Due diligence, Human rights, Labor, Other, Other community health and safety issues, Other retaliation (actual or feared)",,TRUE,TRUE,2/2/13,,,not_undertaken,,2/2/13,2/1/13,closed_with_outcome,,,,not_undertaken,Mechanism deemed involvement unnecessary,2/6/14,11/1/16,closed_with_outcome,,11/1/16,,in_progress,,
Tata Tea/CAO Vice President Request,Tata Tea/CAO Vice President Request,India,IFC Compliance Advisor/Ombudsman,IFC/MIGA,192,Active,,Equity Investment,Agribusiness,"Due diligence, Labor, Other community health and safety issues, Violence against the community (by gov't and/or company)",,TRUE,TRUE,5/1/12,,,not_undertaken,,5/1/12,,closed_with_outcome,,,,not_undertaken,Not offered by mechanism,1/1/13,11/1/16,closed_with_outcome,,11/1/16,,in_progress,,
Tata Ultra Mega-01/Mundra and Anjar,Tata Ultra Mega-01/Mundra and Anjar,India,IFC Compliance Advisor/Ombudsman,IFC/MIGA,171,Monitoring,,"Equity Investment, Project/investment lending","Energy, Infrastructure","Displacement (physical and/or economic), Due diligence, Livelihoods, Other, Other environmental, Pollution, Water",,TRUE,TRUE,6/14/11,,,not_undertaken,,6/14/11,6/1/11,closed_with_outcome,,,,not_undertaken,Not desired by complainant,7/27/12,10/27/13,closed_with_outcome,,10/22/13,,in_progress,,
Tax Administration Reform Project,Tax Administration Reform Project,Pakistan,WB Inspection Panel,World Bank,64,Closed With Results Outside Process,,Project/investment lending,Regulatory Development,"Livelihoods, Other",,FALSE,FALSE,12/22/09,12/22/09,1/19/10,closed_with_outcome,,1/19/10,3/22/10,closed_with_outcome,,,,not_undertaken,Not offered by mechanism,,,not_undertaken,Mechanism deemed involvement unnecessary,,,not_undertaken,Case closed in earlier stage,3/31/10
Tbilisi Railway Bypass 1,Tbilisi Railway Bypass,Georgia,EBRD Project Complaint Mechanism,European Bank for Reconstruction and Development,2011/01,Closed With Results,,Project/investment lending,Infrastructure,"Consultation and disclosure, Due diligence",,TRUE,FALSE,3/7/11,3/7/11,3/14/11,closed_with_outcome,,3/14/11,9/19/11,closed_with_outcome,,,,not_undertaken,Not offered by mechanism,9/19/11,7/19/12,closed_with_outcome,,,,not_undertaken,Case closed in earlier stage,7/31/12
